Id;Neck Length;Neck Size;Shoulder Height;Shoulder Width;Chest Measurement;Waist Size;Arm Size;Thigh Size;Calf Size;Leg Length;Arm Length;Skin Colour;Head Length;Head Width;Head Depth;Face Height;Face Size;Upper Eyelid Type;Bottom Eyelid Type;Eye Height;Horizontal Eye Position;Iris Colour;Pupil Size;Upper Eyelid Ht. (Inner);Upper Eyelid Wd. (Inner);Upper Eyelid Ht. (Outer);Upper Eyelid Wd. (Outer);Inner Eye Height;Inner Eye Position;Eye Corner Height;Outer Eye Position;Bottom Eyelid Height ;Eye Depth;Forehead;Eyebrow Type;Eyebrow Thickness;Eyebrow Style;Eyebrow Density;Eyebrow Colour R;Eyebrow Colour G;Eyebrow Colour B;Inner Eyebrow Height;Brow Width;Outer Edyebrow Height;Temple Width;Eyebrow Depth;Nose Type;Laughter Lines;Nose Height;Nostril Width;Nose Width;Nose Tip Depth;Nose Depth;Upper Lip Type;Lower Lip Type;Mouth Position;Lip Size;Lip Width;Mouth Corner Height;Mouth Depth;Facial Hair Type;Facial Hair Colour R;Facial Hair Colour G;Facial Hair Colour B;Thickness;Cheek Type;Neck Line Type;Cheekbones;Chin Height;Chin Width;Jaw Height;Jawline;Chin Depth;Ear Length;Ear Width;Ear Angle;Overall - Style;Overall - Length;Overall - Wave Level;Overall - Hair Variation;Font - Style;Font - Parted;Font - Hairline;Font - Forehead Width;Side/Back - Style;Side/Back - Cropped;Hair Colour R;Hair Colour G;Hair Colour B;Accessory Colour;Hair Colour;Accessories;Wrist taping;Wrist Tape Colou;Ankle Taping;Player Gloves;Colour;Undershorts;Sleeves;Shirttail;Sock Length;Long-Sleeved Inners;ValueAp1;ValueAp2;ValueAp3;ValueAp4;ValueAp5;ValueAp6;ValueAp7;ValueAp8;ValueAp9;ValueAp10;ValueAp11;ValueAp12;ValueAp13;ValueAp14;ValueAp15;ValueAp16;ValueAp17;ValueAp18;ValueAp19;ValueAp20;ValueAp21;Id_Face;Boots;Gloves;Edit_Face;Edit_Hair;Edit_Physique;Edit_Strip;ValueA
116672;-2;0;2;0;-1;0;0;0;0;0;-1;3;5;3;0;7;7;1;2;7;-5;1;0;3;1;3;-7;-3;0;-2;-3;-1;7;2;1;0;1;3;2;2;1;2;2;-3;2;2;1;1;2;-1;2;0;1;3;2;4;-2;-3;-2;3;1;8;5;3;3;1;3;-4;0;4;5;-1;-4;-3;-1;5;2;1;1;1;1;1;1;2;4;1;2;2;1;2;9;False;0;1;0;0;2;1;1;1;1;1;0;6;7;3;7;7;9;7;7;7;7;10;0;0;7;7;1;0;0;0;0;0;0;0;True;True;True;False;0
116673;-2;0;2;0;-1;0;0;0;0;0;-1;2;2;3;1;7;0;1;2;-3;-6;3;0;1;0;-2;-7;-3;1;0;-5;1;7;2;2;0;0;3;5;4;3;-4;7;-3;-5;3;1;3;-2;0;2;0;-1;2;3;-1;-2;-1;-2;0;1;8;5;3;3;2;1;-3;1;-6;1;1;-6;-1;-4;5;1;3;2;1;3;2;1;2;4;2;8;5;3;2;6;False;0;1;0;0;2;0;2;1;1;1;0;8;7;4;7;7;10;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116674;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;2;3;1;7;-2;1;2;0;-6;2;0;2;-2;3;-4;-3;1;2;-7;0;5;3;2;1;0;2;8;5;3;-4;7;-3;0;0;1;3;0;0;0;0;0;2;2;2;-4;0;0;1;1;8;5;3;3;2;3;-3;2;-3;1;0;-3;-3;-1;0;1;3;2;1;1;2;1;2;4;2;11;7;4;2;5;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;7;7;7;7;7;8;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116675;-2;0;2;0;-1;0;0;0;0;0;-1;1;1;3;2;7;0;1;5;6;-7;2;0;4;-3;3;-7;-3;4;0;-7;0;6;2;2;0;0;3;15;8;4;-2;5;-5;7;3;1;2;2;-1;3;0;3;3;2;3;-5;-7;-1;1;20;15;8;4;1;1;3;-3;3;-1;1;1;-3;-1;1;6;1;3;3;1;1;1;1;2;2;1;15;8;4;2;8;False;0;1;0;1;2;0;2;1;1;1;0;8;7;4;7;7;10;7;7;7;7;8;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116676;-2;-7;2;0;-1;-1;-1;0;-1;0;0;1;4;0;0;1;-1;1;2;-1;1;5;-1;3;-6;1;-2;0;0;1;-3;-2;5;1;8;1;0;2;14;10;7;-4;-1;-7;3;2;6;1;-3;-2;-7;0;1;3;4;2;0;3;1;0;1;11;7;4;1;1;3;-4;0;-6;0;-2;-3;-2;0;2;2;4;4;1;2;1;1;2;4;2;18;14;10;1;5;False;0;1;0;0;2;0;1;1;1;1;0;5;7;3;7;7;9;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;True;True;True;False;0
116677;-2;0;2;0;-1;0;0;0;0;0;-1;1;1;2;0;3;-2;2;2;0;-4;5;0;4;0;0;-6;-1;0;0;-6;0;5;4;1;0;0;3;15;8;4;-1;7;-7;-5;2;2;2;2;1;3;1;1;3;2;5;-2;-4;0;1;1;8;5;3;3;1;1;-3;5;0;0;-5;-2;-4;0;4;1;3;1;1;2;2;1;2;2;1;33;28;21;2;3;False;0;1;0;0;2;0;1;1;1;1;0;2;7;4;7;7;9;7;7;7;7;8;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116678;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;2;1;0;7;-4;2;4;7;-2;6;0;-5;-6;-1;-1;-3;-1;3;-7;0;7;2;2;1;0;3;11;7;4;-3;4;-2;3;3;2;2;2;1;6;-7;-1;2;2;7;1;6;1;3;1;8;5;3;3;2;3;-3;2;6;4;-7;-7;-3;-2;4;1;3;2;1;1;2;1;2;4;1;18;14;10;2;2;False;0;1;0;0;2;0;1;1;1;1;0;0;7;4;7;7;10;7;7;7;7;10;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116679;-4;-1;4;-2;-2;-1;-2;-2;-2;3;-1;1;2;1;0;6;-4;1;3;2;-1;1;7;4;2;3;-7;0;-5;-2;0;-4;5;3;5;1;1;3;30;25;21;-4;-3;-5;4;1;1;1;0;-1;-4;-3;-7;2;2;5;0;-7;-4;3;1;11;7;4;0;1;3;-5;1;5;6;-2;-2;-3;2;-2;1;2;1;0;1;2;3;2;0;2;18;14;10;1;7;False;0;1;0;1;2;0;1;1;1;1;0;5;7;2;7;7;8;7;7;7;7;10;0;1;7;7;1;0;0;0;0;0;0;0;True;True;True;True;0
116680;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;1;2;0;0;-3;1;2;4;-5;2;1;6;0;0;-6;-1;1;-1;-4;-1;6;2;4;1;0;3;8;5;3;-3;0;0;6;0;4;2;3;1;5;-1;1;2;4;2;-3;-5;-1;1;15;8;5;3;0;1;3;-5;-1;-3;2;1;-6;-4;-2;4;1;3;2;1;2;1;1;2;2;1;8;5;3;2;6;False;0;1;0;0;2;1;1;1;1;1;0;8;7;2;7;7;7;7;7;7;7;8;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116681;-2;0;2;0;-1;0;0;0;0;0;-1;1;2;3;0;5;5;1;2;7;-1;2;0;0;-3;1;-5;2;0;-3;-1;-4;7;2;4;2;0;3;5;4;3;-2;7;-1;7;0;4;2;3;0;2;0;0;2;2;7;-2;-2;-1;1;20;5;4;3;3;3;3;0;0;0;2;-6;-6;-2;-7;3;1;2;1;1;3;6;1;2;4;1;5;4;3;2;4;False;0;1;0;0;2;1;1;1;1;1;0;1;7;7;7;7;7;7;7;7;7;8;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116682;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;3;3;1;2;5;1;2;6;-5;2;1;6;0;6;-7;0;1;-2;-1;-3;7;2;2;0;0;3;8;5;3;0;4;2;5;0;2;2;1;0;3;0;1;2;3;0;0;-4;0;2;2;14;10;7;0;1;3;-6;-1;3;1;-7;-7;-3;0;2;1;3;2;1;1;2;1;2;2;1;18;14;10;2;2;False;0;1;0;0;2;1;1;1;1;1;0;0;7;1;7;7;7;7;7;7;7;9;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116683;-2;0;2;0;-1;0;0;0;0;0;-1;1;2;2;0;7;-1;1;2;5;-7;6;0;0;-4;0;-7;0;1;0;-3;0;6;2;4;0;2;3;11;7;4;-2;2;-5;6;0;2;2;4;1;4;-3;1;2;3;7;-2;-2;-2;0;1;8;5;3;3;1;3;3;1;1;2;1;-4;-6;0;0;1;4;2;1;3;2;1;2;4;1;18;14;10;2;2;False;0;1;0;0;2;1;3;1;1;1;0;8;7;10;7;7;7;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116684;-2;0;2;0;-1;0;0;0;0;0;-1;1;1;2;0;6;1;1;2;7;-7;6;1;4;1;4;-7;0;1;0;-6;-4;7;2;2;1;2;3;8;5;3;0;6;-6;7;1;1;2;2;1;4;-1;1;2;2;7;2;1;-2;3;1;8;5;3;3;2;1;-4;2;2;4;2;-7;-2;-2;-1;1;3;2;1;2;6;1;2;2;1;14;10;7;2;1;False;2;2;0;1;2;0;1;0;1;1;0;9;7;3;7;7;8;7;7;7;7;10;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116685;-2;0;2;0;-1;0;0;0;0;0;-1;1;5;1;1;0;0;1;2;7;-2;2;0;4;-6;7;-1;5;0;-1;3;-7;6;2;1;2;1;3;8;5;3;-1;5;-5;6;0;2;2;-3;0;7;-2;3;2;2;5;0;0;0;0;7;11;7;4;1;2;2;0;3;0;3;-3;0;2;1;1;1;3;1;1;2;5;1;2;2;1;11;7;4;2;5;False;0;1;0;1;2;0;1;1;1;1;0;4;7;7;7;7;7;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116686;-2;0;2;0;-1;0;0;0;0;0;-1;1;3;3;3;0;-4;1;1;7;-2;2;0;7;0;0;0;6;7;0;7;-3;4;2;5;1;1;3;8;5;3;0;4;0;6;0;2;2;0;2;2;0;3;2;2;7;1;7;0;0;19;8;5;3;3;2;1;0;-1;1;2;0;0;0;0;0;4;4;5;1;2;2;1;2;2;1;14;10;7;2;1;False;0;1;0;0;2;0;1;1;1;1;0;7;7;7;7;7;7;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116687;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;1;4;1;2;-5;3;4;7;-5;2;0;3;0;0;0;0;2;0;-5;-7;5;3;8;1;0;3;8;5;3;3;0;-4;4;3;1;2;2;-6;1;-1;2;2;2;3;1;-3;-2;0;2;14;10;7;0;4;1;-7;-1;0;5;4;3;-4;3;1;1;2;1;1;2;5;1;2;1;1;14;10;7;2;1;False;0;1;0;0;2;0;1;1;1;1;0;11;7;0;7;7;10;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116688;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;1;4;1;-6;-3;1;2;5;5;8;2;7;3;-2;-6;0;0;0;0;-6;7;2;8;1;0;3;18;14;10;-1;7;-2;7;-7;8;2;1;0;6;-7;-2;2;2;-4;0;4;-2;0;1;8;5;3;3;4;1;1;0;-6;0;0;-5;0;-1;1;7;3;1;13;2;1;1;2;1;1;18;14;10;2;2;False;0;1;0;1;2;0;1;0;1;1;0;7;7;8;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116689;-2;0;2;0;-1;0;0;0;0;0;-1;2;5;2;5;3;0;3;2;2;-1;2;0;0;-7;-3;0;4;0;3;-5;2;7;2;2;0;1;3;8;5;3;4;7;0;0;-7;1;2;2;-5;4;-7;-3;2;2;7;0;0;0;0;15;8;5;3;1;3;1;0;3;-7;0;-7;-7;0;0;0;1;3;1;0;1;3;1;2;4;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;0;0;0;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;True;True;False;0
116690;-2;0;2;0;-1;0;0;0;0;0;-1;1;5;2;2;-7;7;3;5;0;0;2;0;-3;-7;0;0;3;-5;-3;-3;2;7;5;2;1;1;3;8;5;3;1;7;4;-7;-7;1;2;2;-1;3;-7;-3;1;1;3;0;7;0;0;2;8;5;3;0;2;1;0;1;-7;-2;-7;-7;3;0;3;1;4;1;1;1;6;1;2;4;2;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116691;-5;-7;2;-6;-1;-2;-3;0;-2;4;1;6;7;-2;1;3;-2;3;6;0;0;2;0;-3;-7;-5;0;0;2;-1;0;5;7;2;4;0;2;3;5;4;3;0;-3;2;1;0;6;4;3;1;-7;-7;-4;4;3;7;2;7;0;0;1;8;5;3;3;1;1;0;5;0;4;0;-7;0;5;-3;4;2;1;1;3;1;1;2;1;3;8;5;3;1;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;7;7;7;7;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;True;True;True;False;0
116692;-2;0;2;0;-1;0;0;0;0;0;-1;1;2;0;3;-7;7;1;3;0;3;2;0;0;0;0;0;3;-3;2;3;0;7;4;3;0;1;3;8;5;3;-4;2;-5;4;-7;6;1;3;3;2;-7;-3;2;2;7;-2;7;0;0;1;8;5;3;3;1;1;0;3;-5;2;-4;-7;0;0;0;2;3;1;0;2;2;1;1;4;2;33;28;21;1;4;False;0;1;0;0;2;0;1;1;1;1;0;3;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;True;True;True;False;0
116693;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;3;-3;7;1;2;0;0;2;0;-3;-7;2;0;0;3;2;-4;0;7;2;2;1;1;3;8;5;3;0;0;0;0;-7;1;5;0;-3;0;-7;-3;2;2;7;-2;0;0;0;1;8;5;3;3;1;1;0;2;5;3;-7;-7;-1;0;1;1;3;1;1;1;2;1;1;4;2;18;14;10;2;2;False;0;1;1;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116694;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;2;4;0;0;1;5;0;-3;6;0;-2;-7;-3;0;2;4;0;0;3;7;5;1;0;0;3;8;5;3;0;7;3;-5;-7;2;3;0;0;0;-7;-2;2;2;7;-3;7;0;0;20;18;14;10;3;1;1;0;4;-7;-1;-5;-7;-3;0;0;1;3;1;1;1;2;1;1;4;2;33;28;21;2;3;False;0;1;0;0;2;0;1;1;1;1;0;2;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116696;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;3;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;8;5;3;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;8;5;3;3;1;1;0;0;0;2;0;0;0;0;0;1;2;1;0;1;1;1;2;0;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;7;7;7;7;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;True;True;False;0
116699;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;3;0;0;2;2;0;-4;2;0;0;-7;0;3;2;3;0;-7;0;7;2;2;0;1;3;8;5;3;0;7;-3;-1;-7;2;2;2;-1;3;-7;-1;1;2;7;-2;-2;0;0;2;8;5;3;3;5;1;0;2;6;3;-7;-7;0;-2;2;1;3;1;1;1;2;1;2;4;1;14;10;7;2;1;False;0;1;0;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116702;-2;0;2;0;-1;0;0;0;0;0;-1;1;3;3;3;-7;7;1;2;-4;-4;8;0;0;-7;0;2;0;0;4;-7;2;7;5;1;0;1;3;8;5;3;-1;7;2;-7;-7;2;5;-3;-5;3;-7;-2;1;1;7;-1;-4;0;0;2;8;5;3;0;2;2;0;4;-4;3;-7;-7;0;0;1;1;3;1;1;1;3;1;2;4;1;18;14;10;2;2;False;0;1;0;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116703;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;3;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;8;5;3;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;8;5;3;3;1;1;0;0;0;2;0;0;0;0;0;1;2;1;0;1;0;1;2;4;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;7;7;7;7;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116704;-2;0;2;0;-1;0;0;0;0;0;-1;1;3;3;3;-7;7;2;5;-4;-2;2;0;-1;-7;0;2;1;4;0;-2;5;7;2;2;0;0;3;8;5;3;-3;-7;-3;-7;-7;2;3;-3;-2;3;-7;-5;2;2;7;-3;7;0;0;20;14;10;7;1;1;1;0;4;-7;2;-7;-7;0;0;-2;2;4;1;1;2;4;1;2;4;1;14;10;7;2;1;False;0;1;0;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116706;-2;0;2;0;-1;0;0;0;0;0;-1;1;4;2;4;-7;7;1;7;0;0;8;2;0;1;-3;-3;2;0;-2;4;4;7;6;3;0;2;2;8;5;3;-2;1;-6;-3;-7;6;5;3;3;6;-4;0;2;2;7;-3;5;0;0;1;8;5;3;3;3;3;0;6;-7;3;-1;0;0;0;2;1;3;4;1;2;1;1;2;4;2;15;8;4;1;1;False;0;1;0;0;2;0;1;1;1;1;0;6;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;True;True;True;False;0
116708;-3;-1;7;1;3;0;3;4;2;4;-3;3;7;3;0;1;-4;2;2;4;-2;5;7;0;3;2;-2;2;-2;0;-3;-5;7;2;3;0;0;3;8;5;3;-4;-1;-7;0;-7;8;1;2;1;-3;-3;-2;3;4;6;2;-7;-1;3;18;8;5;3;0;1;1;2;2;2;5;1;-5;-2;2;-1;2;5;1;1;1;4;3;2;4;3;18;14;10;2;3;False;2;1;0;1;2;0;1;1;1;1;0;8;7;9;7;7;11;7;7;7;7;10;0;1;7;7;1;0;0;0;0;0;7011;0;True;True;True;True;0
116709;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;3;3;0;0;3;2;0;0;2;0;-3;-7;-2;0;0;0;0;0;4;7;2;2;1;1;3;8;5;3;0;0;0;0;-7;2;2;0;0;0;-7;0;2;2;0;0;0;0;0;20;8;5;3;3;2;3;0;0;-3;0;-7;-7;0;0;0;1;3;1;0;2;2;1;1;4;2;14;10;7;1;6;False;0;1;0;0;2;1;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;True;True;True;True;0
116710;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;2;5;5;-7;7;2;4;-3;-3;8;0;-3;-7;-3;0;0;0;2;2;4;7;2;2;0;1;3;18;14;10;-3;7;-4;-5;-7;1;2;0;-5;7;-7;-3;2;2;7;-2;-7;0;0;1;8;5;3;3;5;1;0;2;-7;1;-3;-7;0;0;2;1;3;1;1;1;2;1;2;4;1;33;28;21;2;3;False;0;1;0;0;2;0;1;1;1;1;0;4;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116711;-2;0;2;0;-1;0;0;0;0;0;-1;1;3;1;3;-7;7;4;4;-4;-3;1;0;0;-7;-4;3;6;7;5;-6;6;7;1;4;0;0;3;3;3;3;-2;-6;-1;-1;-7;1;2;-2;-5;-2;-7;-3;1;1;7;-1;0;0;0;7;14;10;7;3;5;1;0;4;7;6;1;-7;1;0;1;1;3;1;1;2;2;1;1;4;1;18;14;10;2;1;False;0;1;0;0;2;0;1;1;1;1;0;8;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;4012;0;True;True;False;True;0
116712;-2;0;2;0;-1;0;0;0;0;0;-1;1;2;3;3;-2;7;2;7;-7;-5;2;0;-3;-7;-2;-4;2;3;4;-3;5;7;1;4;0;0;3;18;14;10;-1;7;-2;-6;-7;6;5;0;0;0;-7;-3;2;2;7;-2;7;0;0;1;8;5;3;3;5;1;0;5;-7;3;-7;-7;0;0;5;1;3;1;1;1;3;1;2;2;1;33;28;21;2;3;False;0;1;0;0;2;0;1;1;1;1;0;0;7;7;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116721;-3;-2;4;-3;-2;-3;-1;-1;-1;-2;-2;5;7;2;0;7;-5;3;2;-2;-3;1;7;-1;-2;-1;-3;0;-7;-2;5;-6;7;3;1;1;0;3;1;1;0;0;0;0;3;4;2;1;-2;2;-5;-2;-3;2;3;1;7;7;-3;6;4;1;1;0;3;6;3;-6;1;7;4;-3;-2;-4;3;1;1;2;7;1;3;1;1;2;2;3;1;1;0;1;9;False;3;10;0;0;1;0;1;1;2;1;0;4;7;1;7;7;2;7;7;7;7;13;0;1;7;7;1;0;0;0;0;0;1072;0;True;True;True;True;0
116723;-2;0;2;0;-1;-1;-1;0;-1;0;0;1;3;2;2;-1;2;3;5;2;-1;7;3;1;0;1;0;-2;0;-3;0;-5;0;1;1;1;1;3;8;5;3;-2;5;-4;3;1;2;2;-1;-1;5;0;4;2;4;3;-1;-4;2;3;11;8;5;3;2;3;3;-3;1;-6;3;-2;-6;1;5;4;1;4;2;1;3;2;1;2;4;1;14;10;7;2;1;False;0;1;0;0;1;0;1;1;1;1;0;5;7;4;7;7;8;7;7;7;7;10;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116725;-2;0;2;0;-1;0;0;0;0;0;-1;2;2;3;2;-4;-1;3;2;0;0;10;0;-2;-7;-1;6;2;0;0;0;-1;0;5;4;0;1;2;5;4;3;0;7;-1;0;4;1;2;0;-4;4;2;6;2;2;4;-4;-2;-1;1;10;14;10;7;2;3;4;-5;0;-1;2;-2;-3;0;3;1;1;4;2;1;3;2;1;2;4;2;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;5;7;2;7;7;11;7;7;7;7;8;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116732;-2;0;2;0;-1;0;0;0;0;0;-1;1;4;2;2;2;-2;4;1;3;1;2;1;2;-2;1;1;2;1;-1;-2;0;0;2;2;0;1;3;8;5;3;2;2;1;2;1;6;3;-1;2;2;0;1;2;3;-1;-3;-1;1;0;13;8;5;3;3;6;1;-3;0;-2;-2;1;1;2;-1;-1;4;3;1;1;2;1;1;2;2;1;11;7;4;2;5;False;0;1;0;0;2;0;2;1;1;1;0;8;7;4;7;7;8;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116734;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;2;3;7;-7;3;5;0;-2;2;0;-2;3;-4;-4;2;0;-2;0;4;7;6;2;0;0;3;14;10;7;0;0;0;0;-7;1;3;0;-3;-3;-7;-7;4;2;4;-2;-3;0;0;8;14;10;7;2;1;2;0;1;0;1;2;-7;-1;0;3;1;3;1;1;1;3;1;1;4;1;18;14;10;2;2;False;0;1;0;0;2;0;1;1;1;1;0;9;7;7;7;7;0;7;7;7;7;7;0;1;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116741;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;3;2;6;7;4;1;3;-1;1;0;-2;-2;-3;-7;2;-5;-4;-7;2;7;1;4;0;1;3;5;4;3;3;1;1;-1;-7;2;4;0;-2;-7;0;3;2;2;-2;-5;-3;-1;0;10;0;0;0;3;5;3;-5;-2;7;2;2;-7;7;4;3;1;3;2;0;3;3;3;2;4;2;5;4;3;1;4;False;0;1;0;0;1;0;3;1;1;1;0;9;7;2;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;2022;311;True;True;True;True;0
116743;-2;-1;2;0;-1;0;0;0;0;0;-1;3;3;3;2;2;7;3;2;-5;0;1;6;0;-3;-4;-3;7;-3;-3;4;3;7;1;4;2;1;3;5;4;3;-3;7;0;1;-7;1;3;-3;-1;5;-7;-4;1;1;7;1;6;0;1;1;8;5;3;3;1;1;-3;4;-7;1;-7;-7;-3;4;3;1;4;2;1;3;2;1;1;4;3;4;2;1;2;9;False;0;1;0;0;2;0;1;1;1;1;0;0;7;4;7;7;0;7;7;7;7;8;0;1;7;7;1;0;0;0;0;0;63;0;True;True;True;True;0
116744;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;3;3;5;4;7;2;5;2;-2;1;7;4;-5;0;0;2;-6;1;-2;2;7;4;5;1;0;3;5;4;3;-2;7;-2;1;-7;5;5;5;0;3;-7;-2;4;3;7;-1;6;0;0;9;5;4;3;0;1;1;-2;5;7;2;-7;-7;-1;2;-1;4;3;1;1;1;1;1;3;1;1;14;10;7;2;1;False;0;1;0;0;1;0;1;1;1;1;0;0;7;5;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116749;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;1;7;7;1;4;0;0;8;4;5;-3;-3;3;5;3;0;-4;3;7;1;1;0;0;3;5;4;3;-2;3;1;-7;-7;3;5;-2;0;0;-7;-4;1;2;7;-1;7;1;0;12;5;4;3;1;1;1;4;4;6;3;-7;-7;-1;-1;4;1;3;2;1;1;2;1;2;4;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;0;7;11;7;7;0;7;7;7;7;7;0;0;7;7;1;0;0;0;0;0;0;0;False;False;False;False;0
116751;-1;-4;-1;-2;-3;-1;0;0;0;0;-2;3;6;1;-2;6;-1;3;2;-4;-2;1;6;-1;-5;-4;0;-1;-7;-3;3;-4;7;3;8;1;1;3;4;2;1;-3;2;-2;1;-7;1;1;1;-2;1;1;-2;3;3;7;-6;7;-1;2;7;4;2;1;1;2;3;-2;5;7;3;-5;-3;-4;4;-2;1;4;4;1;3;2;1;2;2;3;4;2;1;2;9;False;1;10;0;0;2;0;1;1;1;1;0;2;7;5;7;7;9;7;7;7;7;9;0;1;7;7;1;0;0;0;0;0;2052;0;True;True;True;True;0
116755;-2;-1;2;0;-1;0;0;0;0;0;-1;3;5;3;4;-1;4;3;2;-7;0;1;6;0;-7;-3;-2;0;-7;-2;3;0;7;2;3;1;1;3;1;1;0;-3;-1;-2;6;-7;1;1;0;2;1;-7;-7;2;2;7;-4;7;-1;1;1;8;5;3;3;1;3;4;3;0;2;-5;-7;-1;1;5;1;2;5;1;3;2;1;2;4;3;1;1;0;2;9;False;0;1;0;0;2;0;1;1;1;1;0;2;7;11;7;7;0;7;7;7;7;8;0;1;7;7;1;0;0;0;0;0;2063;0;True;True;True;True;0
