source,source_url,player_id,name,team,league,nationality,age,height,weight,main_position,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,attacking_prowess,ball_control,dribbling,low_pass,lofted_pass,finishing,place_kicking,swerve,header,defensive_prowess,ball_winning,kicking_power,speed,explosive_power,body_control,physical_contact,jump,stamina,goalkeeping,catching,clearing,reflexes,coverage,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
pesmaster,https://www.pesmaster.com/rabih-ataya/pes-2018/player/1073849200/,1073849200,62 Rabih Ataya,Zob Ahan FC,AFC Champions League,Lebanon,28,180,80,CMF,,,,,,,,,,,,,,,67,68,68,69,59,68,68,,58,58,65,67,66,60,70,63,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/s-nurmatov/pes-2018/player/1073849219/,1073849219,65 S. Nurmatov,FK Bunyodkor,AFC Champions League,Uzbekistan,26,185,76,CF,,,,,,,,,,,,,,,71,69,53,59,77,63,61,,49,65,60,74,76,65,61,57,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/a-alfarsi/pes-2018/player/1073849283/,1073849283,58 A. Alfarsi,Al Ain Scc,AFC Champions League,UAE,23,167,55,CB,,,,,,,,,,,,,,,60,58,62,60,54,56,55,,66,65,65,68,70,68,60,72,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/w-anbar/pes-2018/player/1073849290/,1073849290,59 W. Anbar,Al Ahli FC Dubai,AFC Champions League,UAE,24,165,63,CMF,,,,,,,,,,,,,,,65,63,67,65,59,63,68,,58,58,65,67,65,60,65,62,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/robson/pes-2018/player/1073849385/,1073849385,61 Robson,Esteghlal FC,AFC Champions League,Brazil,23,181,73,CB,,,,,,,,,,,,,,,62,62,66,64,45,58,60,,66,65,68,66,68,66,68,70,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/a-abdulrahman/pes-2018/player/1073849408/,1073849408,60 A. Abdulrahman,Al Wahda FC (Abu Dhabi),AFC Champions League,UAE,23,165,63,CF,,,,,,,,,,,,,,,64,63,65,58,65,56,65,,56,45,68,72,72,75,62,75,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/k-khalfan/pes-2018/player/1073849488/,1073849488,60 K. Khalfan,Al Ain Scc,AFC Champions League,UAE,21,169,80,CMF,,,,,,,,,,,,,,,64,65,66,64,58,56,62,,62,60,68,72,68,69,70,70,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/wang-shangyuan/pes-2018/player/1073849668/,1073849668,69 Wang Shangyuan,Guangzhou Evergrande,AFC Champions League,China,24,185,77,CMF,,,,,,,,,,,,,,,70,68,73,72,68,64,62,,70,65,72,67,71,66,76,63,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-al-amar/pes-2018/player/1073849819/,1073849819,65 A. Al Amar,Al Fateh SC,AFC Champions League,Saudi Arabia,23,170,80,LB,,,,,,,,,,,,,,,70,69,67,69,60,58,60,,64,62,70,73,74,60,70,60,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/s-prokhorov/pes-2018/player/1073849946/,1073849946,59 S. Prokhorov,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,21,182,80,RB,,,,,,,,,,,,,,,60,61,65,69,45,61,62,,68,64,69,63,62,63,70,64,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/ahmad-mousa/pes-2018/player/1073850054/,1073850054,57 Ahmad Mousa,Al Ahli FC Dubai,AFC Champions League,UAE,22,161,61,CMF,,,,,,,,,,,,,,,66,63,65,60,58,57,59,,62,64,64,65,62,60,63,70,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/k-giyosov/pes-2018/player/1073850085/,1073850085,49 K. Giyosov,FK Bunyodkor,AFC Champions League,Uzbekistan,22,177,80,RB,,,,,,,,,,,,,,,60,51,52,55,50,47,51,,51,60,45,70,67,66,70,40,40,2,40,40,40,40,70,,,1,
pesmaster,https://www.pesmaster.com/e-ismoilov/pes-2018/player/1073850110/,1073850110,58 E. Ismoilov,FK Bunyodkor,AFC Champions League,Uzbekistan,22,180,80,CMF,,,,,,,,,,,,,,,65,64,66,62,55,58,64,,62,64,65,66,66,60,70,65,40,2,40,40,40,40,62,,,2,
pesmaster,https://www.pesmaster.com/wongyun-kim/pes-2018/player/1073850271/,1073850271,55 Won-Gyun Kim,FC Seoul,AFC Champions League,South Korea,25,186,77,CB,,,,,,,,,,,,,,,53,49,59,56,42,46,44,,70,66,49,67,72,63,69,67,40,2,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/seungwon-yoon/pes-2018/player/1073850272/,1073850272,62 Seung-Won Yoon,FC Seoul,AFC Champions League,South Korea,22,186,74,RWF,,,,,,,,,,,,,,,65,74,63,58,59,49,61,,61,58,61,73,73,71,71,64,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/r-hatsuse/pes-2018/player/1073850293/,1073850293,64 R. Hatsuse,Gamba Osaka,AFC Champions League,Japan,20,175,64,RB,,,,,,,,,,,,,,,62,63,68,71,55,75,72,,62,60,69,72,71,60,68,71,40,4,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/t-tanaka/pes-2018/player/1073850309/,1073850309,63 T. Tanaka,Kashima Antlers,AFC Champions League,Japan,20,175,65,AMF,,,,,,,,,,,,,,,68,69,68,69,63,68,67,,58,61,65,68,69,62,65,63,40,2,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/k-machida/pes-2018/player/1073850311/,1073850311,62 K. Machida,Kashima Antlers,AFC Champions League,Japan,20,190,80,CB,,,,,,,,,,,,,,,68,61,65,71,45,61,61,,69,67,70,68,66,64,71,64,40,2,40,40,40,40,66,,,3,
pesmaster,https://www.pesmaster.com/h-fukushima/pes-2018/player/1073850312/,1073850312,64 H. Fukushima,Urawa Red Diamonds,AFC Champions League,Japan,24,182,78,GK,,,,,,,,,,,,,,,58,59,58,66,41,55,42,,65,56,71,60,71,62,63,71,75,2,71,72,74,70,56,,,1,
pesmaster,https://www.pesmaster.com/liang-xueming/pes-2018/player/1073850332/,1073850332,61 Liang Xueming,Guangzhou Evergrande,AFC Champions League,China,22,176,75,CF,,,,,,,,,,,,,,,66,69,65,57,68,62,62,,56,45,70,66,73,68,63,68,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/ali-eid/pes-2018/player/1073850375/,1073850375,60 Ali Eid,Al Ain Scc,AFC Champions League,UAE,19,178,67,CF,,,,,,,,,,,,,,,64,67,65,57,68,62,62,,56,45,67,68,68,60,63,68,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/f-namazov/pes-2018/player/1073850505/,1073850505,54 F. Namazov,FK Bunyodkor,AFC Champions League,Uzbekistan,21,180,80,CMF,,,,,,,,,,,,,,,59,58,60,55,53,62,61,,58,58,65,67,66,60,70,63,40,1,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/nathan-junior/pes-2018/player/1073851144/,1073851144,70 Nathan Júnior,Al Fateh SC,AFC Champions League,Brazil,28,184,79,CF,,,,,,,,,,,,,,,74,72,68,58,74,56,62,,42,45,74,78,78,72,75,70,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/joao-carlos/pes-2018/player/1073852119/,1073852119,63 João Carlos,Al Jazira Scc,AFC Champions League,Brazil,35,189,85,CB,,,,,,,,,,,,,,,60,60,65,69,45,58,62,,72,69,68,64,65,64,74,70,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/r-ito/pes-2018/player/1073852907/,1073852907,59 R. Ito,Urawa Red Diamonds,AFC Champions League,Japan,19,174,62,CMF,,,,,,,,,,,,,,,65,63,68,62,59,54,56,,58,60,65,70,69,60,65,63,40,2,40,40,40,40,68,,,3,
pesmaster,https://www.pesmaster.com/m-r-mazaheri/pes-2018/player/1073853318/,1073853318,70 M. R. Mazaheri,Zob Ahan FC,AFC Champions League,Iran,28,193,84,GK,,,,,,,,,,,,,,,48,43,57,63,40,55,47,,56,51,76,55,56,66,70,74,78,2,78,77,78,78,71,,,2,
pesmaster,https://www.pesmaster.com/p-salmani/pes-2018/player/1073853319/,1073853319,55 P. Salmani,Zob Ahan FC,AFC Champions League,Iran,23,186,81,GK,,,,,,,,,,,,,,,43,42,57,58,40,54,46,,52,51,74,59,56,67,70,73,64,2,61,60,67,63,59,,,2,
pesmaster,https://www.pesmaster.com/k-eghbali/pes-2018/player/1073853320/,1073853320,53 K. Eghbali,Zob Ahan FC,AFC Champions League,Iran,21,185,79,CB,,,,,,,,,,,,,,,53,50,57,55,52,51,53,,62,61,65,65,66,64,72,61,40,3,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/m-ghanbari/pes-2018/player/1073853321/,1073853321,61 M. Ghanbari,Zob Ahan FC,AFC Champions League,Iran,28,176,72,LB,,,,,,,,,,,,,,,63,62,63,65,54,64,63,,61,65,68,71,70,65,72,61,40,2,40,40,40,40,67,,,1,
pesmaster,https://www.pesmaster.com/h-haghverdi/pes-2018/player/1073853322/,1073853322,58 H. Haghverdi,Zob Ahan FC,AFC Champions League,Iran,24,184,78,CB,,,,,,,,,,,,,,,56,53,58,55,52,54,53,,66,67,68,66,65,71,72,65,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/vmohammadzadeh/pes-2018/player/1073853324/,1073853324,59 V.Mohammadzadeh,Zob Ahan FC,AFC Champions League,Iran,28,188,81,CB,,,,,,,,,,,,,,,57,53,59,58,48,49,51,,69,70,66,67,65,65,73,66,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/m-nejadmahdi/pes-2018/player/1073853326/,1073853326,60 M. Nejadmahdi,Zob Ahan FC,AFC Champions League,Iran,25,185,80,CB,,,,,,,,,,,,,,,57,54,65,62,45,51,53,,68,69,68,68,67,69,74,66,40,2,40,40,40,40,68,,,1,
pesmaster,https://www.pesmaster.com/n-taheri/pes-2018/player/1073853327/,1073853327,53 N. Taheri,Zob Ahan FC,AFC Champions League,Iran,20,187,72,CB,,,,,,,,,,,,,,,55,52,58,54,49,50,52,,64,61,67,66,65,64,71,61,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/mderakhshanfar/pes-2018/player/1073853328/,1073853328,57 M.Derakhshanfar,Zob Ahan FC,AFC Champions League,Iran,19,173,60,RMF,,,,,,,,,,,,,,,61,59,63,59,56,56,60,,57,58,64,71,72,61,70,61,40,3,40,40,40,40,65,,,2,
pesmaster,https://www.pesmaster.com/m-mehdipour/pes-2018/player/1073853329/,1073853329,61 M. Mehdipour,Zob Ahan FC,AFC Champions League,Iran,23,178,75,CMF,,,,,,,,,,,,,,,65,63,67,64,60,54,57,,61,59,67,72,71,67,71,68,40,3,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/k-momeni/pes-2018/player/1073853330/,1073853330,54 K. Momeni,Zob Ahan FC,AFC Champions League,Iran,22,179,64,CMF,,,,,,,,,,,,,,,59,60,62,61,54,53,51,,57,58,63,70,71,63,70,61,40,2,40,40,40,40,63,,,3,
pesmaster,https://www.pesmaster.com/r-shekari/pes-2018/player/1073853331/,1073853331,58 R. Shekari,Zob Ahan FC,AFC Champions League,Iran,19,186,73,AMF,,,,,,,,,,,,,,,66,61,66,64,58,61,57,,54,52,67,68,67,66,73,60,40,2,40,40,40,40,65,,,2,
pesmaster,https://www.pesmaster.com/m-reza-abbasi/pes-2018/player/1073853332/,1073853332,57 M. Reza Abbasi,Zob Ahan FC,AFC Champions League,Iran,21,175,67,AMF,,,,,,,,,,,,,,,64,62,63,62,57,61,58,,54,52,66,69,70,61,70,61,40,3,40,40,40,40,65,,,2,
pesmaster,https://www.pesmaster.com/d-esmaeilifar/pes-2018/player/1073853333/,1073853333,61 D. Esmaeilifar,Zob Ahan FC,AFC Champions League,Iran,24,177,68,RMF,,,,,,,,,,,,,,,61,68,64,63,59,61,65,,60,57,67,71,72,62,71,61,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/m-hosseini/pes-2018/player/1073853334/,1073853334,57 M. Hosseini,Zob Ahan FC,AFC Champions League,Iran,28,183,78,CF,,,,,,,,,,,,,,,61,60,58,55,64,56,58,,58,56,70,69,70,64,70,65,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/h-jafari/pes-2018/player/1073853336/,1073853336,53 H. Jafari,Zob Ahan FC,AFC Champions League,Iran,27,178,65,LWF,,,,,,,,,,,,,,,54,56,55,52,64,52,53,,51,47,68,71,70,63,70,65,40,2,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/a-khodadadi/pes-2018/player/1073853337/,1073853337,54 A. Khodadadi,Zob Ahan FC,AFC Champions League,Iran,19,186,74,CF,,,,,,,,,,,,,,,55,57,56,53,65,53,52,,55,45,66,69,68,64,70,62,40,2,40,40,40,40,65,,,2,
pesmaster,https://www.pesmaster.com/m-rajabzadeh/pes-2018/player/1073853338/,1073853338,60 M. Rajabzadeh,Zob Ahan FC,AFC Champions League,Iran,39,174,67,SS,,,,,,,,,,,,,,,68,65,64,57,76,57,59,,57,53,72,66,63,70,67,61,40,2,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/k-rezaei/pes-2018/player/1073853339/,1073853339,69 K. Rezaei,Esteghlal FC,AFC Champions League,Iran,25,185,80,CF,,,,,,,,,,,,,,,72,70,68,65,73,55,54,,55,45,74,74,72,70,76,74,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/m-tabrizi/pes-2018/player/1073853340/,1073853340,62 M. Tabrizi,Zob Ahan FC,AFC Champions League,Iran,26,184,76,RWF,,,,,,,,,,,,,,,66,67,63,61,67,56,58,,52,45,67,73,74,70,70,62,40,3,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/h-noda/pes-2018/player/1073853341/,1073853341,59 H. Noda,Gamba Osaka,AFC Champions League,Japan,20,181,73,CB,,,,,,,,,,,,,,,59,58,61,60,45,52,54,,68,67,69,71,70,60,71,68,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/h-goya/pes-2018/player/1073853342/,1073853342,64 H. Goya,Gamba Osaka,AFC Champions League,Japan,23,177,68,CF,,,,,,,,,,,,,,,67,62,68,62,72,55,57,,56,51,70,69,69,60,67,71,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/gu-chao/pes-2018/player/1073853344/,1073853344,62 Gu Chao,Jiangsu Suning FC,AFC Champions League,China,28,193,86,GK,,,,,,,,,,,,,,,50,48,55,59,40,55,45,,56,51,68,59,58,68,70,65,72,2,70,69,75,67,56,,,2,
pesmaster,https://www.pesmaster.com/liu-wei/pes-2018/player/1073853345/,1073853345,58 Liu Wei,Jiangsu Suning FC,AFC Champions League,China,24,180,80,CB,,,,,,,,,,,,,,,60,59,61,59,45,52,54,,68,67,69,64,67,63,70,65,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/cao-kang/pes-2018/player/1073853346/,1073853346,57 Cao Kang,Jiangsu Suning FC,AFC Champions League,China,24,185,84,CMF,,,,,,,,,,,,,,,64,64,61,63,59,57,58,,57,59,68,64,62,63,70,63,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/cao-wen/pes-2018/player/1073853347/,1073853347,54 Cao Wen,Jiangsu Suning FC,AFC Champions League,China,20,180,80,CMF,,,,,,,,,,,,,,,58,61,60,59,59,55,57,,58,59,65,68,73,56,70,63,40,2,40,40,40,40,60,,,2,
pesmaster,https://www.pesmaster.com/gu-wenxiang/pes-2018/player/1073853348/,1073853348,60 Gu Wenxiang,Jiangsu Suning FC,AFC Champions League,China,26,177,68,LWF,,,,,,,,,,,,,,,60,65,63,58,63,58,57,,58,58,69,73,72,62,60,60,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/tao-yuan/pes-2018/player/1073853350/,1073853350,67 Tao Yuan,Jiangsu Suning FC,AFC Champions League,China,24,179,61,LWF,,,,,,,,,,,,,,,69,71,74,68,66,56,57,,58,58,75,70,74,63,61,59,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/xie-pengfei/pes-2018/player/1073853351/,1073853351,63 Xie Pengfei,Jiangsu Suning FC,AFC Champions League,China,24,181,73,RWF,,,,,,,,,,,,,,,60,68,65,61,57,58,58,,58,58,66,70,76,65,62,62,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/yang-jiawei/pes-2018/player/1073853352/,1073853352,59 Yang Jiawei,Jiangsu Suning FC,AFC Champions League,China,25,182,73,RWF,,,,,,,,,,,,,,,62,65,63,65,57,55,58,,58,58,69,64,70,67,62,61,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/zhang-xinlin/pes-2018/player/1073853353/,1073853353,55 Zhang Xinlin,Jiangsu Suning FC,AFC Champions League,China,25,180,75,LMF,,,,,,,,,,,,,,,57,63,61,66,59,55,57,,55,56,65,68,69,63,63,60,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/zhang-xiaobin/pes-2018/player/1073853354/,1073853354,60 Zhang Xiaobin,Jiangsu Suning FC,AFC Champions League,China,24,188,72,DMF,,,,,,,,,,,,,,,64,64,66,60,57,55,57,,65,65,68,69,68,64,65,63,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/kyubaek-choi/pes-2018/player/1073853383/,1073853383,64 Kyu-Baek Choi,Ulsan HD FC,AFC Champions League,South Korea,23,188,77,CB,,,,,,,,,,,,,,,59,58,60,62,53,58,56,,74,73,69,71,70,58,70,71,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/jongho-lee/pes-2018/player/1073853395/,1073853395,67 Jong-Ho Lee,Ulsan HD FC,AFC Champions League,South Korea,25,180,72,CF,,,,,,,,,,,,,,,70,69,61,57,74,56,57,,56,45,73,74,72,73,75,77,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/hyun-yoo/pes-2018/player/1073853402/,1073853402,67 Hyun Yoo,FC Seoul,AFC Champions League,South Korea,33,184,82,GK,,,,,,,,,,,,,,,46,42,45,44,40,44,45,,73,47,65,59,58,60,75,72,77,2,69,76,75,76,49,,,2,
pesmaster,https://www.pesmaster.com/sejong-ju/pes-2018/player/1073853405/,1073853405,69 Se-Jong Ju,FC Seoul,AFC Champions League,South Korea,27,174,68,CMF,,,,,,,,,,,,,,,65,68,79,78,59,73,72,,60,66,74,67,66,80,69,63,40,3,40,40,40,40,84,,,2,
pesmaster,https://www.pesmaster.com/wonsik-kim/pes-2018/player/1073853406/,1073853406,60 Won-Sik Kim,FC Seoul,AFC Champions League,South Korea,26,186,76,CMF,,,,,,,,,,,,,,,59,57,64,60,51,56,51,,67,67,72,73,71,73,80,72,40,2,40,40,40,40,84,,,2,
pesmaster,https://www.pesmaster.com/minhyuk-lim/pes-2018/player/1073853410/,1073853410,57 Min-Hyuk Lim,FC Seoul,AFC Champions League,South Korea,19,170,67,CMF,,,,,,,,,,,,,,,71,62,63,58,59,44,49,,58,51,60,75,76,67,60,56,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/jeonghwan-kim/pes-2018/player/1073853412/,1073853412,52 Jeong-Hwan Kim,FC Seoul,AFC Champions League,South Korea,20,175,68,CF,,,,,,,,,,,,,,,54,52,54,48,67,44,50,,40,40,67,68,71,69,66,68,40,2,40,40,40,40,58,,,2,
pesmaster,https://www.pesmaster.com/xu-xin/pes-2018/player/1073853417/,1073853417,67 Xu Xin,Guangzhou Evergrande,AFC Champions League,China,23,179,80,DMF,,,,,,,,,,,,,,,67,64,71,68,57,55,56,,76,71,67,72,76,65,75,64,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/shehab-mamdouh/pes-2018/player/1073853437/,1073853437,58 Shehab Mamdouh,Lekhwiya SC,AFC Champions League,Qatar,17,188,74,GK,,,,,,,,,,,,,,,44,42,53,55,40,45,45,,56,51,63,59,58,64,70,65,69,2,67,66,66,67,56,,,2,
pesmaster,https://www.pesmaster.com/a-al-meghessib/pes-2018/player/1073853441/,1073853441,59 A. Al Meghessib,Lekhwiya SC,AFC Champions League,Qatar,19,180,80,CF,,,,,,,,,,,,,,,64,62,59,57,68,54,55,,56,45,66,70,70,64,70,66,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/hazem-shehata/pes-2018/player/1073853443/,1073853443,57 Hazem Shehata,Lekhwiya SC,AFC Champions League,Qatar,19,178,74,CF,,,,,,,,,,,,,,,60,60,58,57,67,52,54,,56,45,67,72,70,63,64,65,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/shi-xiaodong/pes-2018/player/1073853444/,1073853444,58 Shi Xiaodong,Shanghai Sipg FC,AFC Champions League,China,20,180,80,GK,,,,,,,,,,,,,,,41,42,54,57,40,55,45,,56,51,65,59,58,68,70,65,68,2,67,66,66,67,56,,,2,
pesmaster,https://www.pesmaster.com/sun-le/pes-2018/player/1073853445/,1073853445,59 Sun Le,Shanghai Sipg FC,AFC Champions League,China,28,188,83,GK,,,,,,,,,,,,,,,44,43,54,58,40,55,45,,56,51,65,59,58,65,70,65,69,2,69,67,68,68,56,,,2,
pesmaster,https://www.pesmaster.com/fu-huan/pes-2018/player/1073853446/,1073853446,66 Fu Huan,Shanghai Sipg FC,AFC Champions League,China,24,182,69,RB,,,,,,,,,,,,,,,73,73,71,74,45,53,55,,63,71,69,72,77,69,63,63,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/he-guan/pes-2018/player/1073853447/,1073853447,64 He Guan,Shanghai Sipg FC,AFC Champions League,China,24,184,74,RB,,,,,,,,,,,,,,,68,63,70,73,64,53,56,,62,67,73,71,70,67,69,61,40,4,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/shi-ke/pes-2018/player/1073853448/,1073853448,68 Shi Ke,Shanghai Sipg FC,AFC Champions League,China,24,184,80,CB,,,,,,,,,,,,,,,62,60,69,73,67,53,55,,69,73,71,70,69,61,76,76,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/wang-shenchao/pes-2018/player/1073853449/,1073853449,69 Wang Shenchao,Shanghai Sipg FC,AFC Champions League,China,28,180,72,LB,,,,,,,,,,,,,,,67,65,65,69,45,56,58,,70,74,68,73,76,67,72,73,40,2,40,40,40,40,74,,,2,
pesmaster,https://www.pesmaster.com/wang-jiajie/pes-2018/player/1073853450/,1073853450,62 Wang Jiajie,Shanghai Sipg FC,AFC Champions League,China,29,185,70,DMF,,,,,,,,,,,,,,,65,63,67,66,58,60,60,,67,69,67,65,64,69,63,70,40,2,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/yang-boyu/pes-2018/player/1073853451/,1073853451,60 Yang Boyu,Jiangsu Suning FC,AFC Champions League,China,28,186,80,CB,,,,,,,,,,,,,,,63,60,64,67,52,56,61,,66,69,64,65,60,63,70,70,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/zhang-wei/pes-2018/player/1073853452/,1073853452,62 Zhang Wei,Shanghai Sipg FC,AFC Champions League,China,24,178,70,LB,,,,,,,,,,,,,,,64,63,62,69,55,60,64,,67,66,67,70,72,70,61,65,40,2,40,40,40,40,63,,,2,
pesmaster,https://www.pesmaster.com/lin-chuangyi/pes-2018/player/1073853453/,1073853453,59 Lin Chuangyi,Shanghai Sipg FC,AFC Champions League,China,24,178,70,LWF,,,,,,,,,,,,,,,64,65,60,59,59,63,64,,56,54,63,70,75,68,64,65,40,2,40,40,40,40,66,,,2,
pesmaster,https://www.pesmaster.com/lu-wenjun/pes-2018/player/1073853454/,1073853454,65 Lu Wenjun,Shanghai Sipg FC,AFC Champions League,China,28,185,71,LWF,,,,,,,,,,,,,,,68,68,66,68,63,65,66,,57,56,68,80,77,73,65,60,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/zhang-yi/pes-2018/player/1073853457/,1073853457,65 Zhang Yi,Shanghai Sipg FC,AFC Champions League,China,24,181,75,CMF,,,,,,,,,,,,,,,67,58,70,72,63,62,63,,67,57,67,64,74,64,72,63,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/zheng-zhiyun/pes-2018/player/1073853458/,1073853458,52 Zheng Zhiyun,Shanghai Sipg FC,AFC Champions League,China,22,178,70,CMF,,,,,,,,,,,,,,,61,59,60,58,56,55,59,,58,59,60,66,64,59,61,64,40,2,40,40,40,40,64,,,2,
pesmaster,https://www.pesmaster.com/li-haowen/pes-2018/player/1073853462/,1073853462,57 Li Haowen,Shanghai Sipg FC,AFC Champions League,China,24,182,78,CF,,,,,,,,,,,,,,,60,62,63,59,62,64,64,,55,53,70,68,70,67,64,64,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/r-ashurmatov/pes-2018/player/1073853463/,1073853463,60 R. Ashurmatov,FK Bunyodkor,AFC Champions League,Uzbekistan,21,182,80,CB,,,,,,,,,,,,,,,60,61,61,64,53,56,59,,64,65,63,67,69,67,70,79,40,1,40,40,40,40,65,,,1,
pesmaster,https://www.pesmaster.com/d-axmadaliev/pes-2018/player/1073853465/,1073853465,60 D. Axmadaliev,FK Bunyodkor,AFC Champions League,Uzbekistan,23,180,80,RB,,,,,,,,,,,,,,,60,60,64,62,54,52,58,,64,65,65,70,70,66,70,68,40,1,40,40,40,40,66,,,1,
pesmaster,https://www.pesmaster.com/s-kodirkulov/pes-2018/player/1073853466/,1073853466,58 S. Kodirkulov,FK Bunyodkor,AFC Champions League,Uzbekistan,20,175,80,CMF,,,,,,,,,,,,,,,62,64,62,57,62,57,63,,50,59,66,74,72,63,71,56,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/r-nartadjiev/pes-2018/player/1073853480/,1073853480,55 R. Nartadjiev,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,21,180,80,GK,,,,,,,,,,,,,,,49,45,46,50,42,45,48,,60,52,66,60,55,66,70,60,66,2,68,62,66,64,57,,,2,
pesmaster,https://www.pesmaster.com/s-fayziev/pes-2018/player/1073853482/,1073853482,59 S. Fayziev,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,25,181,71,CB,,,,,,,,,,,,,,,61,59,60,64,51,55,52,,65,67,66,65,64,66,68,72,40,2,40,40,40,40,68,,,2,
pesmaster,https://www.pesmaster.com/r-khamraev/pes-2018/player/1073853483/,1073853483,50 R. Khamraev,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,19,180,80,CB,,,,,,,,,,,,,,,57,55,57,56,51,52,55,,61,58,60,60,59,55,70,63,40,2,40,40,40,40,59,,,2,
pesmaster,https://www.pesmaster.com/s-muminkulov/pes-2018/player/1073853484/,1073853484,53 S. Muminkulov,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,19,180,80,CB,,,,,,,,,,,,,,,58,60,57,59,54,55,57,,62,64,66,64,62,64,70,60,40,2,40,40,40,40,58,,,2,
pesmaster,https://www.pesmaster.com/v-yunusov/pes-2018/player/1073853485/,1073853485,52 V. Yunusov,FK Lokomotiv Tashkent,AFC Champions League,Uzbekistan,19,180,80,CB,,,,,,,,,,,,,,,58,55,61,57,54,54,60,,61,62,64,59,64,62,70,60,40,2,40,40,40,40,57,,,2,
